❤️获取密码_38,#genre#
国会频道2,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv085
TRACE URBAN,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv082
MEZZO LIVE,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv083
GLOBETROTTER,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv016
GinxTV,http://debian.52sw.top:678/play/mt/litv.php?id=4gtv-4gtv053

VIP🇨🇳香港_38,#genre#
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192:80/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
民视,http://45.145.229.220:8080/cxsq/index.m3u8
龙华卡通,http://45.145.229.220:8080/jhtjh/index.m3u8
民视第一,http://45.145.229.220:8080/vcsa/index.m3u8
星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
经典影视,http://ali.hlspull.yximgs.com/live/asdfg32516.flv
经典电影,http://ali.hlspull.yximgs.com/live/asdfg32522.flv

凤凰中文,http://113.64.145.195:8081/hls/37/index.m3u8
凤凰资讯,http://113.64.145.195:8081/hls/36/index.m3u8
凤凰香港,http://113.64.145.195:8081/hls/38/index.m3u8
凤凰中文频道,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰中文频道,http://www.cdtriot.cn:9999/udp/239.93.0.162:2192
凤凰中文频道,http://112.19.171.156:9999/udp/239.93.0.162:2192

凤凰资讯频道,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯频道,http://www.cdtriot.cn:9999/udp/239.93.0.118:2191
凤凰资讯频道,http://112.19.171.156:9999/udp/239.93.0.118:2191
凤凰资讯频道,http://103.95.24.37:880/fhzx.m3u8

香港18频道台,http://ali.hlspull.yximgs.com/live/9a83d37fe8da0475fb8c79e7159921c5.flv
香港無綫新聞,http://113.83.152.28:1935/bysid/83
*HOY資訊频道,http://113.83.152.28:1936/bysid/78
香港凤凰频道,http://113.83.152.28:1935/bysid/85
香港明珠频道,http://113.83.152.28:1935/bysid/2
*HOY國際频道,http://113.83.152.28:1936/bysid/76
*HOYTV频道台,http://113.83.152.28:1936/bysid/77
TVB香港台频道,http://113.83.152.28:1935/bysid/82

香港無綫新聞,http://zsntlqj.xicp.net:8896/bysid/83
香港凤凰频道,http://zsntlqj.xicp.net:8896/bysid/85
TVB香港台频道,http://zsntlqj.xicp.net:8896/bysid/82
香港明珠频道,http://zsntlqj.xicp.net:8896/bysid/83

香港無綫新聞,http://119.136.122.157:8001/bysid/83
香港凤凰频道,http://119.136.122.157:8001/bysid/85
香港翡翠频道,http://119.136.122.157:8000/bysid/1
香港明珠频道,http://119.136.122.157:8001/bysid/2
TVB香港台频道,http://119.136.122.157:8001/bysid/82

香港32台高清,http://119.136.122.157:8002/bysid/32
香港33台高清,http://119.136.122.157:8002/bysid/33
香港34台高清,http://119.136.122.157:8002/bysid/34


无线星河频道,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
欧洲华文频道,http://vvlive.eztv.vip/hwetnew/hwetnew.m3u8?auth_key=1710810771-0-0-c5ce71079eaa4d245127b05375ae371f
星空卫视频道,http://wouu.net:9977/udp/239.93.0.156:2193
无线娱乐频道,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
香港33台高清,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台高清,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港35台高清,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8

澳门莲花频道,http://php.jdshipin.com:8880/amlh.php
4k👉修复全网,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
4k👉动物全网,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
4K南国都市台,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
4K绚影频道台,http://118.114.96.20:8889/rtp/239.93.42.33:5140?Cf=cfss.cc
-8K北京纪实台,http://49.7.69.235/downflv.brtvcloud.com/8klive/8kliveok.m3u8
-8K北京纪实台,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
-8KCCTV超清台,https://tv.cry33.com/ys4k.php?id=8k25#https://tv.cry33.com/ys4k.php?id=8k
-8KCCTV超清台,https://tv.cry33.com/ys4k.php?id=8k25#https://tv.cry33.com/ys4k.php?id=8k
-4kCCTV16频道,https://tv.cry33.com/ys4k.php?id=16-4k
4K放大镜全网,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
4K咪咕台ipv6,http://[2409:8087:1a01:df::4001]/PLTV/88888888/224/3221225655/index.m3u8
4K「时尚」台,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
4K「自然」台,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8

4K河南卫视台,http://123.13.247.100:4000/rtp/225.1.4.254:1300
華視,rtmp://f13h.mine.nu/sat/tv111
中視,rtmp://f13h.mine.nu/sat/tv091
台視,rtmp://f13h.mine.nu/sat/tv071
民視,rtmp://f13h.mine.nu/sat/tv051
緯來日本,rtmp://f13h.mine.nu/sat/tv771
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來體育,rtmp://f13h.mine.nu/sat/tv721
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8











